client_id;client_nom;client_ville;etat_id;pays_id
8400778;Myers Chocolates and Confectio;BAGDAD;KY;840
8400779;Terrinni & Son Auto and Truck;AUBURN;WA;840
8400780;Elle Hypnosis and Therapy Cent;ALIQUIPPA;PA;840
8400781;Pasifico Inc.;ORANGE PARK;FL;840
8400782;Griffith Paving and Sealcoatin;ABIE;NE;840
8400783;American Apartments;AUSTIN;TX;840
8400784;Glenn Oaks Office Supplies;PINE BLUFF;AR;840
8400785;Dean Grant Buick and Crysler;ABBEVILLE;MS;840
8400786;Glassman & Stone;ABERCROMBIE;ND;840
8400787;Kapp Camera and Video;WALDORF;MD;840
8400788;Dapper's Antiques;DULLES;VA;840
8400789;Smith Communications Inc.;ABSAROKEE;MT;840
8400790;Acme Chemical Supply;METAIRIE;LA;840
8400791;Highland Woods City Hall;AFTON;MN;840
8400792;Mail Boxes Et. Al.;PHOENIX;AZ;840
8400793;Toggle & Myerson Ltd;HOLTSVILLE;NY;840
8400794;Quad City Cleaning;ABSAROKEE;MT;840
8400795;Funnyface Amusement Games;AFTON;MN;840
8400796;Nel Video Productions;BEAR;DE;840
8400797;Woodworks Co.;ADVANCE;NC;840
8400798;janice Mann Accounting Service;CHEYENNE;WY;840
8400799;Glassman & Stone;BAGDAD;KY;840
8400800;Highland Lanes;ABIE;NE;840
8400801;Dependable Plumbing and Sewer;AGAWAM;MA;840
8400802;Pete's Auto Repair;ALCOLU;SC;840
8400803;Deer Lake Inn;ALCOLU;SC;840
8400804;Sigman and Freud Psychiatry;BERWICK;ME;840
8400805;Hibbard Road Suppliers;ALLENTON;MO;840
8400806;Cradle the Call;ADVANCE;NC;840
8400807;Resnick DDS;AVONDALE ESTATES;GA;840
8400808;Masterlands Cleaning;ABBEVILLE;MS;840
8400809;Truck-X Muffler Repair;POCATELLO;ID;840
8400810;BBQ Smith's Tex Mex;HOLTSVILLE;NY;840
8400811;Griffith Paving and Sealcoatin;DULLES;VA;840
8400812;Flinn Mosquito and Pest Contro;ARVADA;CO;840
8400813;Terrinni & Son Auto and Truck;ADVANCE;NC;840
8400814;Myles Building Consultants;AVONDALE ESTATES;GA;840
8400815;Loyal Order of Buffalo;AVONDALE ESTATES;GA;840
8400816;Libra & Sons;HOLTSVILLE;NY;840
8400817;Camp Oconomowoc;ADAMSVILLE;RI;840
8400818;Jay's Cabinet Company;ALCOLU;SC;840
8400819;Mergenthaler Inc.;BERWICK;ME;840
8400820;Acturial Enterprises Ltd.;ABBEVILLE;MS;840
8400821;Highland Lanes;AUSTIN;TX;840
8400822;Vecot Inc.;AUSTIN;TX;840
8400823;Percy Photography;ALTAMONT;UT;840
8400824;Gordon & Son Brockerage Ltd.;HOLTSVILLE;NY;840
8400825;Glenwood Credit Union;ALBERT;OK;840
8400826;Griffith Paving and Sealcoatin;ADAMS;TN;840
8400827;P K M Packaging Supply;AVENEL;NJ;840
8400828;Trapezoid Studios;ABERCROMBIE;ND;840
8400829;Froggy's Gourmet Catering;PINE BLUFF;AR;840
8400830;Dependable Plumbing and Sewer;ALLENTON;MO;840
8400831;Lickmen Restoration;ALCOLU;SC;840
8400832;Acturial Enterprises Ltd.;METAIRIE;LA;840
8400833;Rythmics Ltd.;AVENEL;NJ;840
8400834;Crosstracks Car Wash;ADAMSVILLE;RI;840
8400835;Meonits & Mogogni Inc.;BAGDAD;KY;840
8400836;Foy Aviation;CHEYENNE;WY;840
8400837;Ebert Music Center;AMHERST;NH;840
8400838;janice Mann Accounting Service;ORANGE PARK;FL;840
8400839;Johnson, Erico & Co CPA's;ALCOLU;SC;840
8400840;Corbins, Rodriguez, & Savocchi;METAIRIE;LA;840
8400841;Nina's Snow Plowing;WALDORF;MD;840
8400842;Darcy Frame and Matting Servic;AUBURN;WA;840
8400843;Marks, Marks, and Kaplan Ltd.;ORANGE PARK;FL;840
8400844;Air India;ALIQUIPPA;PA;840
8400845;Nitelites Party Rental;ABERCROMBIE;ND;840
8400846;Dean Barnett Furniture Repair;ORANGE PARK;FL;840
8400847;Air France;MOODY;AL;840
8400848;Metro Appliance Service;ATCHISON;KS;840
8400849;Got It All Electronics Supply;ALDEN;IL;840
8400850;Nitelites Party Rental;AFTON;MN;840
8400851;Glenn Oaks Office Supplies;ANTELOPE;OR;840
8400852;George Lee Antiques;ACKWORTH;IA;840
8400853;Lutz Soft Cloth Car Wash;AUBURN;WA;840
8400854;Lee Stairworks and Carpentry,;BERWICK;ME;840
8400855;Darcy Frame and Matting Servic;BAGDAD;KY;840
8400856;Masterlands Cleaning;ALTAMONT;UT;840
8400857;Pac Builders;ALBERT;OK;840
8400858;Crosstracks Car Wash;ALIQUIPPA;PA;840
8400859;Doll House Rock;ALTAMONT;UT;840
8400860;Corbins, Rodriguez, & Savocchi;AIEA;HI;840
8400861;DBN Bank;MOODY;AL;840
8400862;Funnyface Amusement Games;ARVADA;CO;840
8400863;DBN Bank;ALEXANDRIA;IN;840
8400864;Keyth Contracting and Repair;ADELL;WI;840
8400865;Myers Chocolates and Confectio;ALEXANDRIA;IN;840
8400866;North West Gas Co.;METAIRIE;LA;840
8400867;Glenn Oaks Office Supplies;ADAMSVILLE;RI;840
8400868;Hibop Heating and Air Conditio;METAIRIE;LA;840
8400869;Kapp Camera and Video;AMHERST;NH;840
8400870;Metro Appliance Service;ADELL;WI;840
8400871;Hibop Heating and Air Conditio;BEAR;DE;840
8400872;John G. Hartling Ltd.;ALIQUIPPA;PA;840
8400873;Hardee Woodwork Ltd.;ALEXANDRIA;IN;840
8400874;AAA Daniels Antiques;ANTELOPE;OR;840
8400875;Dapper's Antiques;AVON;CT;840
8400876;Camp Stuff;BEAR;DE;840
8400877;Pac Builders;AFTON;MN;840
8400878;Corbins, Rodriguez, & Savocchi;ALCESTER;SD;840
8400879;Elm Place Business Supplies;ANCHORAGE;AK;840
8400880;Parkway Auto Body;ATCHISON;KS;840
8400881;Esmarda Chemical Manufacturers;ALGONAC;MI;840
8400882;Lake Shore Publishing;AVONDALE ESTATES;GA;840
8400883;Pivot Point College;AVON;CT;840
8400884;Myers Chocolates and Confectio;HOLTSVILLE;NY;840
8400885;Elm Place Business Supplies;DULLES;VA;840
8400886;Air Indonesia;ALLENTON;MO;840
8400887;Woodworks Co.;AFTON;MN;840
8400888;Myers Chocolates and Confectio;ABBEVILLE;MS;840
8400889;Michael Montgomery Hair Saloon;ALIQUIPPA;PA;840
8400890;Funnyface Amusement Games;ALEXANDRIA;IN;840
8400891;Hart Corporation;POCATELLO;ID;840
8400892;Esmarda Chemical Manufacturers;ABIE;NE;840
8400893;Dapper's Antiques;AVON;CT;840
8400894;Griffith Paving and Sealcoatin;AVONDALE ESTATES;GA;840
8400895;Got It All Electronics Supply;CHEYENNE;WY;840
8400896;Palmer Golf Supplies;AUBURN;WA;840
8400897;North Shore Appliance Service;AMHERST;NH;840
8400898;Cradle the Call;AUBURN;WA;840
8400899;Hart Corporation;AMHERST;NH;840
8400900;Glenn Oaks Office Supplies;ALLENTON;MO;840
8400901;Palmer Golf Supplies;AUBURN;WA;840
8400902;Marks, Marks, and Kaplan Ltd.;AVENEL;NJ;840
8400903;North Park Lighting Galleries;AUBURN;WA;840
8400904;Brand Y Creative Services;ADELL;WI;840
8400905;Percy Photography;THE LAKES;NV;840
8400906;Pete's Auto Repair;ALDEN;IL;840
8400907;John G. Hartling Ltd.;LOS ANGELES;CA;840
8400908;Tub's Furniture Store;WALDORF;MD;840
8400909;Ampro Office Team Ltd.;WALDORF;MD;840
8400910;Griffith Paving and Sealcoatin;ALEXANDRIA;OH;840
8400911;Shaggy's Grooming Services;ADELL;WI;840
8400912;Nitelites Party Rental;ALDEN;IL;840
8400913;Mac Computer Warehouse;ABBEVILLE;MS;840
8400914;Crossroads Construction, Inc.;METAIRIE;LA;840
8400915;Masterlands Cleaning;ACKWORTH;IA;840
8400916;Myers Chocolates and Confectio;ALLENTON;MO;840
8400917;Kermit the Pet Shop;AUSTIN;TX;840
8400918;AAA Daniels Antiques;WALDORF;MD;840
8400919;Futoons Cartoons Emporium;BAGDAD;KY;840
8400920;Hibop Heating and Air Conditio;WHITE RIVER JUNCTION;VT;840
8400921;MedicServe Medical Supply;AMHERST;NH;840
8400922;Camp Oconomowoc;BAGDAD;KY;840
8400923;Kosmo Consulting;ADAMSVILLE;RI;840
8400924;Nirabi Auto Service;ADVANCE;NC;840
8400925;Salt & Pepper Catering Service;AVENEL;NJ;840
8400926;Air France;BAGDAD;KY;840
8400927;Lambert & Locke Legal Services;ALLENTON;MO;840
8400928;Esmarda Chemical Manufacturers;ALEXANDRIA;OH;840
8400929;Glenwood Credit Union;CHEYENNE;WY;840
8400930;janice Mann Accounting Service;ARVADA;CO;840
8400931;Camp Oconomowoc;PHOENIX;AZ;840
8400932;Doll House Rock;AVONDALE ESTATES;GA;840
8400933;Hibop Heating and Air Conditio;THE LAKES;NV;840
8400934;Mail Boxes Et. Al.;ADAMS;TN;840
8400935;Smith Communications Inc.;AMHERST;NH;840
8400936;Rythmics Ltd.;ANCHORAGE;AK;840
8400937;Hi-Land Art & Frame;ANTELOPE;OR;840
8400938;American Deli Workers Union;ALBERT;OK;840
8400939;Shaggy's Grooming Services;ALCOLU;SC;840
8400940;Glenn Oaks Office Supplies;WALDORF;MD;840
8400941;Schnitzer Denist College;LOS ANGELES;CA;840
8400942;Doll House Rock;THE LAKES;NV;840
8400943;Mac Computer Warehouse;METAIRIE;LA;840
8400944;Bill's Dive Shop;BEAR;DE;840
8400945;Pac Builders;ALTAMONT;UT;840
8400946;Marks, Marks, and Kaplan Ltd.;ALEXANDRIA;IN;840
8400947;Parties Galore Golf Course;ALGONAC;MI;840
8400948;Nirabi Auto Service;ALEXANDRIA;OH;840
8400949;Lake Shore Beaches;POCATELLO;ID;840
8400950;Chicagoland Cleaners;ALTAMONT;UT;840
8400951;Ampro Office Team Ltd.;WHITE RIVER JUNCTION;VT;840
8400952;Pac Builders;ALEXANDRIA;IN;840
8400953;Lidhal design Corp.;AUBURN;WA;840
8400954;Keyth Contracting and Repair;AVENEL;NJ;840
8400955;Perimeter Security Consultants;WALDORF;MD;840
8400956;Block Boats and Lures;BAGDAD;KY;840
8400957;Griffith Paving and Sealcoatin;ANCHORAGE;AK;840
8400958;Lickmen Restoration;AFTON;MN;840
8400959;Lidhal design Corp.;ARVADA;CO;840
8400960;Elle Hypnosis and Therapy Cent;WHITE RIVER JUNCTION;VT;840
8400961;Johnson, Erico & Co CPA's;BEAR;DE;840
8400962;Energy Source Diet Centers;AVON;CT;840
8400963;Pete's Auto Repair;WALDORF;MD;840
8400964;Air Barbados;ALGODONES;NM;840
8400965;Eva Galler Galleries Inc.;ALEXANDRIA;OH;840
8400966;Lickmen Restoration;ORANGE PARK;FL;840
8400967;AAA Daniels Antiques;ALCESTER;SD;840
8400968;Marcy Elaine Bakery;THE LAKES;NV;840
8400969;Hi-Land Art & Frame;METAIRIE;LA;840
8400970;Kermit the Pet Shop;PHOENIX;AZ;840
8400971;Air France;ADELL;WI;840
8400972;Palmer Golf Supplies;ANCHORAGE;AK;840
8400973;Highland Woods City Hall;AGAWAM;MA;840
8400974;Smith & Wesson Militia;ALDEN;IL;840
8400975;New Dehli Auto Exchange;ALBERT;OK;840
8400976;Lennox Air Pollution Control;ALDEN;IL;840
8400977;Nirabi Auto Service;ALGONAC;MI;840
8400978;Park District Of America;ABBEVILLE;MS;840
8400979;janice Mann Accounting Service;AVONDALE ESTATES;GA;840
8400980;Mergenthaler Inc.;WALDORF;MD;840
8400981;Morton Roofing and Siding;AVON;CT;840
8400982;Auto Interior Carpeting Compan;ALGODONES;NM;840
8400983;Bako Delicatessen;ALGONAC;MI;840
8400984;Pac Builders;ARVADA;CO;840
8400985;Air India;ALTAMONT;UT;840
8400986;Facelift Kitchen and Bath;ALTAMONT;UT;840
8400987;Pasifico Inc.;WALDORF;MD;840
8400988;Air Barbados;ABERCROMBIE;ND;840
8400989;Keep Cool Air Conditioner Repa;AIEA;HI;840
8400990;Shaggy's Grooming Services;AVONDALE ESTATES;GA;840
8400991;Morton Roofing and Siding;ALBERT;OK;840
8400992;Hibop Heating and Air Conditio;ALEXANDRIA;IN;840
8400993;Lidhal design Corp.;ADELL;WI;840
8400994;MedicServe Medical Supply;BAGDAD;KY;840
8400995;Mergenthaler Inc.;CHEYENNE;WY;840
8400996;Gordon & Son Brockerage Ltd.;ALGODONES;NM;840
8400997;Portugal, Liddy, & Son Ltd.;ALGODONES;NM;840
8400998;Camp Oconomowoc;METAIRIE;LA;840
8400999;Parkway Auto Body;CHEYENNE;WY;840
8401000;Moveit Motercycle Service;ORANGE PARK;FL;840
8401001;Caranisco Homes;ARVADA;CO;840
8401002;Vanity Town;ADAMSVILLE;RI;840
8401003;Darcy Frame and Matting Servic;WALDORF;MD;840
8401004;Acturial Enterprises Ltd.;ANCHORAGE;AK;840
8401005;Arthur M. Feildberg Galleries;ATCHISON;KS;840
8401006;Hart Corporation;ARVADA;CO;840
8401007;Schnitzer Denist College;ALCESTER;SD;840
8401008;Marcy Elaine Bakery;WALDORF;MD;840
8401009;MedicServe Medical Supply;ALCOLU;SC;840
8401010;Sigman and Freud Psychiatry;ORANGE PARK;FL;840
8401011;Lickmen Restoration;ABIE;NE;840
8401012;Highland Heights Gift Shop;HOLTSVILLE;NY;840
8401013;Cradle the Call;AGAWAM;MA;840
8401014;Childress Child Day Care;ALDEN;IL;840
8401015;Salt & Pepper Catering Service;AVON;CT;840
8401016;Kosmo Consulting;ALLENTON;MO;840
8401017;Smith & Wesson Militia;LOS ANGELES;CA;840
8401018;Innman Paint and Glass;ANTELOPE;OR;840
8401019;Energy Source Diet Centers;ABERCROMBIE;ND;840
8401020;Brand Y Creative Services;ANTELOPE;OR;840
8401021;Nyman Interior Design;AGAWAM;MA;840
8401022;Nirabi Auto Service;DULLES;VA;840
8401023;Nitelites Party Rental;ADELL;WI;840
8401024;Lutz Soft Cloth Car Wash;ALTAMONT;UT;840
8401025;Dean Grant Buick and Crysler;ORANGE PARK;FL;840
8401026;Air Mexico;ANTELOPE;OR;840
8401027;Venturi Discount Drugs;POCATELLO;ID;840
8401028;Quad City Cleaning;ALLENTON;MO;840
8401029;Cotton Thumb Ltd.;METAIRIE;LA;840
8401030;Innman Paint and Glass;BAGDAD;KY;840
8401031;Rythmics Ltd.;CHEYENNE;WY;840
8401032;American Deli Workers Union;ALCESTER;SD;840
8401033;Green Shoes Corp.;AVENEL;NJ;840
8401034;Mergenthaler Inc.;ALCESTER;SD;840
8401035;Lake Shore Publishing;AVON;CT;840
8401036;Deer Lake Inn;PINE BLUFF;AR;840
8401037;Air Barbados;ALGONAC;MI;840
8401038;Woodworks Co.;ORANGE PARK;FL;840
8401039;Air India;ABSAROKEE;MT;840
8401040;Glenn Oaks Office Supplies;ALLENTON;MO;840
8401041;Michael Montgomery Hair Saloon;AVENEL;NJ;840
8401042;Camp Oconomowoc;PHOENIX;AZ;840
8401043;Pete's Auto Repair;ALEXANDRIA;IN;840
8401044;North Park Lighting Galleries;ALEXANDRIA;IN;840
8401045;Venturi Discount Drugs;ALEXANDRIA;OH;840
8401046;Toggle & Myerson Ltd;PINE BLUFF;AR;840
8401047;janice Mann Accounting Service;ANTELOPE;OR;840
8401048;Hilco Auto Body;LOS ANGELES;CA;840
8401049;Hi-Land Art & Frame;MOODY;AL;840
8401050;MedicServe Medical Supply;ADVANCE;NC;840
8401051;Camp Oconomowoc;CHEYENNE;WY;840
8401052;Car Suite Cleaners;ALEXANDRIA;IN;840
8401053;Quad City Cleaning;ORANGE PARK;FL;840
8401054;Childress Child Day Care;ANTELOPE;OR;840
8401055;Maintence Services of Maine;AIEA;HI;840
8401056;Highland Heights Gift Shop;ALDEN;IL;840
8401057;Loyal Order of Buffalo;ADAMSVILLE;RI;840
8401058;Masterlands Cleaning;BERWICK;ME;840
8401059;Mail Boxes Et. Al.;AUSTIN;TX;840
8401060;Keyth Contracting and Repair;ADELL;WI;840
8401061;Terrinni & Son Auto and Truck;ADAMSVILLE;RI;840
8401062;Bako Delicatessen;ALGODONES;NM;840
8401063;PGS Associates;ALEXANDRIA;IN;840
8401064;Corbins, Rodriguez, & Savocchi;AFTON;MN;840
8401065;Mergenthaler Inc.;POCATELLO;ID;840
8401066;Green Bay Travel Services;ANTELOPE;OR;840
8401067;Yale Remins Temp Agency;BEAR;DE;840
8401068;Dean Grant Buick and Crysler;DULLES;VA;840
8401069;Pivot Point College;METAIRIE;LA;840
8401070;Hoffman Printing Center;MOODY;AL;840
8401071;Glenn Oaks Office Supplies;ALEXANDRIA;IN;840
8401072;Lickmen Restoration;AGAWAM;MA;840
8401073;Green Shoes Corp.;ALGONAC;MI;840
8401074;Esmarda Chemical Manufacturers;ALLENTON;MO;840
8401075;Mail Boxes Et. Al.;ALLENTON;MO;840
8401076;Myles Building Consultants;ANTELOPE;OR;840
8401077;Camp Oconomowoc;BEAR;DE;840
8401078;Bee Line Publishing;AVONDALE ESTATES;GA;840
8401079;Innman Paint and Glass;ALBERT;OK;840
8401080;Ampro Office Team Ltd.;BAGDAD;KY;840
8401081;Transformation Enterprises;AGAWAM;MA;840
8401082;Salt & Pepper Catering Service;ADAMSVILLE;RI;840
8401083;Bee Line Publishing;DULLES;VA;840
8401084;Myles Building Consultants;ALTAMONT;UT;840
8401085;Hilco Auto Body;ALGODONES;NM;840
8401086;Cotton Thumb Ltd.;HOLTSVILLE;NY;840
8401087;American Deli Workers Union;AVENEL;NJ;840
8401088;Mergenthaler Inc.;ABERCROMBIE;ND;840
8401089;Air Indonesia;THE LAKES;NV;840
8401090;Auto Interior Carpeting Compan;ABSAROKEE;MT;840
8401091;Green Bay Travel Services;ALCOLU;SC;840
8401092;janice Mann Accounting Service;PINE BLUFF;AR;840
8401093;Peterson Roberts Carpentry;ACKWORTH;IA;840
8401094;New Dehli Auto Exchange;BEAR;DE;840
8401095;Kosmo Consulting;ACKWORTH;IA;840
8401096;Doerner's Awnings and Canopies;PHOENIX;AZ;840
8401097;Michael Montgomery Hair Saloon;ADVANCE;NC;840
8401098;Parties Galore Golf Course;ALCESTER;SD;840
8401099;Air Mexico;THE LAKES;NV;840
8401100;Parties Galore Golf Course;LOS ANGELES;CA;840
8401101;Marcy Elaine Bakery;ABIE;NE;840
8401102;Acturial Enterprises Ltd.;ALGODONES;NM;840
8401103;Metro Appliance Service;ALGONAC;MI;840
8401104;Glenwood Credit Union;ORANGE PARK;FL;840
8401105;Bako Delicatessen;ATCHISON;KS;840
8401106;Esmarda Chemical Manufacturers;WHITE RIVER JUNCTION;VT;840
8401107;North West Gas Co.;ARVADA;CO;840
8401108;Schmidt Denists;ADVANCE;NC;840
8401109;Doerner's Awnings and Canopies;POCATELLO;ID;840
8401110;Cotton Thumb Ltd.;WHITE RIVER JUNCTION;VT;840
8401111;Hibop Heating and Air Conditio;AVENEL;NJ;840
8401112;Nyman Interior Design;PINE BLUFF;AR;840
8401113;Vecot Inc.;ATCHISON;KS;840
8401114;Kosmo Consulting;WHITE RIVER JUNCTION;VT;840
8401115;Gordon & Son Brockerage Ltd.;ALDEN;IL;840
8401116;Froggy's Gourmet Catering;ARVADA;CO;840
8401117;janice Mann Accounting Service;WALDORF;MD;840
8401118;Air France;WHITE RIVER JUNCTION;VT;840
8401119;Myers Chocolates and Confectio;HOLTSVILLE;NY;840
8401120;Hibop Heating and Air Conditio;DULLES;VA;840
8401121;Ebert Music Center;ALEXANDRIA;IN;840
8401122;Hardee Woodwork Ltd.;ALDEN;IL;840
8401123;Johnson, Erico & Co CPA's;ABIE;NE;840
8401124;Chands CPA;ALGONAC;MI;840
8401125;Got It All Electronics Supply;AVENEL;NJ;840
8401126;Resnick DDS;ADAMSVILLE;RI;840
8401127;Jay's Cabinet Company;AMHERST;NH;840
8401128;Bako Delicatessen;POCATELLO;ID;840
8401129;Morgan Construction Co;ALBERT;OK;840
8401130;Bill's Dive Shop;WHITE RIVER JUNCTION;VT;840
8401131;Jay's Cabinet Company;AVON;CT;840
8401132;Truck-X Muffler Repair;ALIQUIPPA;PA;840
8401133;Sigman and Freud Psychiatry;PINE BLUFF;AR;840
8401134;Bill's Dive Shop;METAIRIE;LA;840
8401135;Hart Corporation;ALCESTER;SD;840
8401136;Yale Remins Temp Agency;ALCESTER;SD;840
8401137;Nyman Interior Design;ANTELOPE;OR;840
8401138;Jay's Cabinet Company;ADELL;WI;840
8401139;Kapp Camera and Video;CHEYENNE;WY;840
8401140;Green Bay Travel Services;AIEA;HI;840
8401141;DBN Bank;CHEYENNE;WY;840
8401142;Loyal Order of Buffalo;ALCESTER;SD;840
8401143;Morgan Construction Co;WHITE RIVER JUNCTION;VT;840
8401144;K L Consulting;ALLENTON;MO;840
8401145;Air Guatamala;ABSAROKEE;MT;840
8401146;Darcy Frame and Matting Servic;ALEXANDRIA;OH;840
8401147;Griffith Paving and Sealcoatin;ATCHISON;KS;840
8401148;Dean Barnett Furniture Repair;WHITE RIVER JUNCTION;VT;840
8401149;Froggy's Gourmet Catering;AFTON;MN;840
8401150;George Lee Antiques;ALEXANDRIA;IN;840
8401151;Quad City Cleaning;MOODY;AL;840
8401152;Bernhardt Ltd.;AVENEL;NJ;840
8401153;Jay's Cabinet Company;AUSTIN;TX;840
8401154;Office Pro Supply Co.;PINE BLUFF;AR;840
8401155;Johnson, Erico & Co CPA's;AUSTIN;TX;840
8401156;Dapper's Antiques;THE LAKES;NV;840
8401157;Hardee Woodwork Ltd.;ALCOLU;SC;840
8401158;Camp Oconomowoc;THE LAKES;NV;840
8401159;Hibbard Road Suppliers;ABIE;NE;840
8401160;Air Indonesia;BEAR;DE;840
8401161;Green Bay Travel Services;ALIQUIPPA;PA;840
8401162;Caranisco Homes;LOS ANGELES;CA;840
8401163;Facelift Kitchen and Bath;ACKWORTH;IA;840
8401164;Chands CPA;THE LAKES;NV;840
8401165;Pasifico Inc.;ALEXANDRIA;IN;840
8401166;Vanity Town;ADAMSVILLE;RI;840
8401167;MedicServe Medical Supply;ADAMSVILLE;RI;840
8401168;Hi-Land Art & Frame;ALGONAC;MI;840
8401169;Woodworks Co.;ADVANCE;NC;840
8401170;Griffith Paving and Sealcoatin;ARVADA;CO;840
8401171;Air France;AGAWAM;MA;840
8401172;Happ Aluminum Siding Co.;HOLTSVILLE;NY;840
8401173;Gourmet the Frog;ALTAMONT;UT;840
8401174;Foy Aviation;AVENEL;NJ;840
8401175;Camp Stuff;DULLES;VA;840
8401176;Ebert Music Center;ALEXANDRIA;OH;840
8401177;Ebert Music Center;ANTELOPE;OR;840
8401178;Hart Corporation;POCATELLO;ID;840
8401179;Marcy Elaine Bakery;ABSAROKEE;MT;840
8401180;John G. Hartling Ltd.;ALLENTON;MO;840
8401181;Schmidt Denists;ADAMS;TN;840
8401182;Maintence Services of Maine;ABBEVILLE;MS;840
8401183;Kermit the Pet Shop;ATCHISON;KS;840
8401184;Meonits & Mogogni Inc.;MOODY;AL;840
8401185;Flinn Mosquito and Pest Contro;ALEXANDRIA;IN;840
8401186;P K M Packaging Supply;CHEYENNE;WY;840
8401187;Maintence Services of Maine;AGAWAM;MA;840
8401188;Salt & Pepper Catering Service;AVON;CT;840
8401189;Michael Montgomery Hair Saloon;ANTELOPE;OR;840
8401190;Glenwood Credit Union;ADAMS;TN;840
8401191;Corbins, Rodriguez, & Savocchi;BEAR;DE;840
8401192;Metro Appliance Service;ALEXANDRIA;OH;840
8401193;Masterlands Cleaning;METAIRIE;LA;840
8401194;Johnson, Erico & Co CPA's;ALCESTER;SD;840
8401195;Dean Barnett Furniture Repair;WALDORF;MD;840
8401196;Kermit the Pet Shop;ALEXANDRIA;IN;840
8401197;Derbin Contracting Services;AUBURN;WA;840
8401198;janice Mann Accounting Service;ALEXANDRIA;IN;840
8401199;Trapezoid Studios;ACKWORTH;IA;840
8401200;Park District Of America;BEAR;DE;840
8401201;Palmer Golf Supplies;ALEXANDRIA;OH;840
8401202;Myles Building Consultants;WHITE RIVER JUNCTION;VT;840
8401203;North West Gas Co.;WALDORF;MD;840
8401204;P K M Packaging Supply;AVENEL;NJ;840
8401205;Metro Appliance Service;ALCOLU;SC;840
8401206;Air Mexico;ADAMSVILLE;RI;840
8401207;Lutz Soft Cloth Car Wash;ANTELOPE;OR;840
8401208;Facelift Kitchen and Bath;ABBEVILLE;MS;840
8401209;Lutz Soft Cloth Car Wash;BERWICK;ME;840
8401210;Ernie's Foriegn Car Service;ADVANCE;NC;840
8401211;Brand Y Creative Services;AGAWAM;MA;840
8401212;North Shore Appliance Service;LOS ANGELES;CA;840
8401213;Rythmics Ltd.;ALGONAC;MI;840
8401214;Air Indonesia;BERWICK;ME;840
8401215;Kermit the Pet Shop;AVENEL;NJ;840
8401216;Camp Stuff;AIEA;HI;840
8401217;Yale Remins Temp Agency;ABIE;NE;840
8401218;New Dehli Auto Exchange;BEAR;DE;840
8401219;Nina's Snow Plowing;ABBEVILLE;MS;840
8401220;Air Mexico;ARVADA;CO;840
8401221;Chicagoland Cleaners;LOS ANGELES;CA;840
8401222;Office Pro Supply Co.;MOODY;AL;840
8401223;New Dehli Auto Exchange;ALCOLU;SC;840
8401224;Mergenthaler Inc.;ALEXANDRIA;IN;840
8401225;Futoons Cartoons Emporium;AVENEL;NJ;840
8401226;Park District Of America;AVONDALE ESTATES;GA;840
8401227;Corbins, Rodriguez, & Savocchi;ALIQUIPPA;PA;840
8401228;Energy Source Diet Centers;MOODY;AL;840
8401229;DBN Bank;ABBEVILLE;MS;840
8401230;Schmidt Denists;LOS ANGELES;CA;840
8401231;Marcy Elaine Bakery;ALDEN;IL;840
8401232;Pasifico Inc.;POCATELLO;ID;840
8401233;Peterson Roberts Carpentry;ADAMS;TN;840
8401234;K L Consulting;ALGONAC;MI;840
8401235;Chands CPA;AVENEL;NJ;840
8401236;Kapp Camera and Video;THE LAKES;NV;840
8401237;Hibbard Road Suppliers;PHOENIX;AZ;840
8401238;MedicServe Medical Supply;ALTAMONT;UT;840
8401239;Mac Computer Warehouse;METAIRIE;LA;840
8401240;Marks, Marks, and Kaplan Ltd.;ANCHORAGE;AK;840
8401241;Cotton Thumb Ltd.;ATCHISON;KS;840
8401242;Pivot Point College;ALGONAC;MI;840
8401243;Pac Builders;AIEA;HI;840
8401244;Garfield Appliance Service;AMHERST;NH;840
8401245;Keyth Contracting and Repair;AMHERST;NH;840
8401246;Dapper's Antiques;THE LAKES;NV;840
8401247;Shaggy's Grooming Services;METAIRIE;LA;840
8401248;Quad City Cleaning;ARVADA;CO;840
8401249;Car Suite Cleaners;WALDORF;MD;840
8401250;Pete's Auto Repair;CHEYENNE;WY;840
8401251;Derbin Contracting Services;ARVADA;CO;840
8401252;Schnitzer Denist College;HOLTSVILLE;NY;840
8401253;Ampro Office Team Ltd.;THE LAKES;NV;840
8401254;AAA Daniels Antiques;ADELL;WI;840
8401255;Myles Building Consultants;AGAWAM;MA;840
8401256;Doll House Rock;BEAR;DE;840
8401257;Michael Montgomery Hair Saloon;ALCOLU;SC;840
8401258;Schmidt Denists;AUSTIN;TX;840
8401259;New Dehli Auto Exchange;AMHERST;NH;840
8401260;Cradle the Call;ORANGE PARK;FL;840
8401261;Derbin Contracting Services;ORANGE PARK;FL;840
8401262;Gilbert Co.;DULLES;VA;840
8401263;Hi-Land Art & Frame;BERWICK;ME;840
8401264;Darcy Frame and Matting Servic;DULLES;VA;840
8401265;Funnyface Amusement Games;ALIQUIPPA;PA;840
8401266;Marks, Marks, and Kaplan Ltd.;ATCHISON;KS;840
8401267;Pac Builders;POCATELLO;ID;840
8401268;North West Gas Co.;ALEXANDRIA;IN;840
8401269;Doerner's Awnings and Canopies;WHITE RIVER JUNCTION;VT;840
8401270;Salt & Pepper Catering Service;DULLES;VA;840
